所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/学员管理/基本信息(#194),修改窗口紧急电话框输入11位包含字母,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在紧急电话输入框输入‘1552356562a’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，电话号码长度必须是11位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口紧急电话框输入11位包含特殊字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在紧急电话输入框输入‘1552356562$’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，电话号码长度必须是11位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口紧急电话框输入11位包含空格,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在紧急电话输入框输入‘155235656 2’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，电话号码长度必须是11位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口紧急电话框输入超长内容,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在紧急电话输入框输入‘155235656212565895214466622555666’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，电话号码长度必须是11位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口紧急电话框不输入,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在紧急电话框不输入
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，电话号码长度必须是11位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口紧急电话框输入11位数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在紧急电话输入框输入‘12562565688’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存成功’信息，自动关闭‘修改学员基本信息’窗口，列表和数据库为修改后的信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框为空,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 将学校输入框的信息清空
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，请输入学校’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘111111111’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，学校名称必须为字母或汉字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入空格,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘        ’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，学校名称必须为字母或汉字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入特殊字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘#￥￥%%###’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，学校名称必须为字母或汉字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入超长字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘abcdefghijklmnopqrstuvwxyzansksoosoopdodspodpo’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，学校名称长度应为8-30位’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入8位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘西北大学’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入30位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入7位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘kjgkljl’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，学校名称长度应为8-30位’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学校输入框输入31位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在学校输入框输入‘你好你好你好你好你好你好你好你好你好你好你好你好你好你好你好你’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，学校名称长度应为8-30位’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口学历下拉框显示信息是否完整,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 点击学历下拉框","1. 
2. 学历下拉框显示‘本科、硕士、大专、其他学历’四条信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口任选一条学历信息,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 点击学历下拉框，选择任意一条
3. 点击保存按钮","1. 
2. 
3. 显示‘保存成功’信息，自动关闭‘修改学员基本信息’窗口，列表和数据库为修改后的信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框不输入,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框不输入
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，请输入专业名称’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘111111111’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，专业名称必须为字母或汉字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入空格,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘        ’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，专业名称必须为字母或汉字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入特殊字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘#￥￥%%###’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，专业名称必须为字母或汉字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入超长字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘abcdefghijklmnopqrstuvwxyzansksoosoopdodspodpo’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，专业名称长度应为8-30位’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入8位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘西北大学’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入30位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘你好你好你好你好你好你好你好你’
3. 点击保存按钮","1. 
2. 
3. 显示‘修改成功’并自动关闭窗口，列表和数据库为修改后的信息
",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入7位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘kjgkljl’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，专业名称长度应为8-30位’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),修改窗口专业输入框输入31位字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在专业输入框输入‘你好你好你好你好你好你好你好你好’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，专业名称长度应为8-30位’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),在修改窗口身份证号输入框不输入,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在身份证号输入框不输入
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，请输入身份证号’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),在修改窗口身份证号输入框输入19位数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在身份证号输入框输入‘6102211998252536221’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，身份证号必须是18位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),在修改窗口身份证号输入框输入17位数字,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在身份证号输入框输入‘61022119982525362’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，身份证号必须是18位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),在修改窗口身份证号输入框输入18位包含字母,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在身份证号输入框输入‘61022119982525362s’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，身份证号必须是18位数字’信息",3,功能测试,"
功能测试阶段"
/学员管理/基本信息(#194),在修改窗口身份证号输入框输入18位包含特殊字符,"1. 正常打开页面
2. 教学主管角色成功登录系统
3. 点击学员管理
4. 点击基本信息","1. 选择一条学员信息点击修改
2. 在身份证号输入框输入‘61022119982525362%’
3. 点击保存按钮","1. 
2. 
3. 显示‘保存失败，身份证号必须是18位数字’信息",3,功能测试,"
功能测试阶段"
